Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Pressure of Stage 3,Treatment Pressure of Stage 4,Treatment Pressure of Stage 5,Treatment Pressure of Stage 6,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Treatment Volume of Stage 3,Treatment Volume of Stage 4,Treatment Volume of Stage 5,Treatment Volume of Stage 6,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8,Length of Fracture 9,Width of Fracture 9,Length of Fracture 10,Width of Fracture 10,Length of Fracture 11,Width of Fracture 11,Length of Fracture 12,Width of Fracture 12,Length of Fracture 13,Width of Fracture 13,Length of Fracture 14,Width of Fracture 14,Length of Fracture 15,Width of Fracture 15,Length of Fracture 16,Width of Fracture 16,Length of Fracture 17,Width of Fracture 17,Length of Fracture 18,Width of Fracture 18,Length of Fracture 19,Width of Fracture 19,Length of Fracture 20,Width of Fracture 20,Length of Fracture 21,Width of Fracture 21,Length of Fracture 22,Width of Fracture 22,Length of Fracture 23,Width of Fracture 23,Length of Fracture 24,Width of Fracture 24,Average of Fracture Length,Average of Fracture Width,Variation of Fracture Length,Variation of Fracture Width,Average Area of Fracture
23.028,27.2168,28.72,22.1032,28.7184,28.4328,2557.6,2477.6,2431.6,3164.0,3766.4,2233.2,21.301,23242600,99.1784,0.01354,78.2307,0.0093186,78.2307,0.0093186,99.1784,0.01354,37.2259,0.0249007,34.6062,0.0191597,34.5043,0.018824,39.1473,0.0267016,27.2895,0.0216906,28.5576,0.0225495,28.5083,0.0217418,31.6828,0.0304948,12.0,0.0,185.534,0.009368,139.867,0.0067062,203.674,0.0099058,40.1676,0.0338432,35.5503,0.0235186,35.5344,0.0233963,40.4248,0.0330184,25.4382,0.0178611,27.9552,0.0216911,27.9457,0.0207688,31.0209,0.0291626,59.22717500000001,0.019209166666666666,2650.700009702826,7.647185636666666e-05,0.5007528156097915
23.5728,27.0744,28.8776,24.416,23.2904,26.7192,2547.2,2275.6,2610.8,2304.8,3296.6,2982.2,36.508,34096500,65.5507,0.0162008,62.9529,0.0147575,62.9529,0.0147575,65.5507,0.0162008,28.5454,0.0249491,28.5179,0.0242038,28.5887,0.0243047,29.3266,0.0265314,27.9887,0.0312278,28.2456,0.0309662,28.3029,0.0310642,29.0201,0.0338846,46.8197,0.016561,49.347,0.0172367,49.4786,0.0173122,51.4029,0.0190542,85.2772,0.0145297,88.1081,0.0143457,87.9683,0.014371,92.1954,0.0157894,37.9443,0.0261114,37.7302,0.0250216,37.8222,0.025101,39.0791,0.0275685,49.52983749999999,0.021752116666666668,477.61604376505437,4.173008181362318e-05,0.5412936895041668
26.028,27.8408,24.9624,24.092,28.388,25.3928,2417.6,2450.4,2936.8,2455.4,3704.6,2155.8,15.097,19334800,53.076,0.0236612,37.4699,0.0107345,37.4699,0.0107345,53.076,0.0236612,34.8896,0.0194428,34.7596,0.0166885,32.5836,0.0130492,44.6669,0.0295856,15.4767,0.0007449,80.9744,0.0180695,54.5412,0.0087734,100.685,0.022265,37.7549,0.0035555,81.8476,0.0123584,57.921,0.0076962,108.662,0.0185659,45.6679,0.0366331,35.069,0.0156805,34.3716,0.0151311,47.0718,0.0321278,16.6835,0.000897,54.1376,0.0155371,43.9848,0.008933,71.9386,0.0229798,50.61579583333332,0.01614607083333333,550.6243994082427,8.53796073125906e-05,0.3625925036583333
28.56,23.8256,24.0648,23.5344,28.8536,28.524,2679.4,2754.0,2172.6,3161.4,3808.4,2138.4,13.69,18641100,39.0474,0.0309935,28.4035,0.0124849,28.4035,0.0124849,39.0474,0.0309935,12.0,0.0,98.6394,0.0137974,59.0019,0.0053639,137.044,0.0179085,47.9782,0.007243,72.8165,0.0118482,46.4072,0.005703,96.652,0.0181543,33.7186,0.0028074,123.066,0.0124653,68.0621,0.0061716,165.84,0.0169264,46.8395,0.052885,30.4719,0.0115804,31.2628,0.0142525,44.4077,0.0334043,26.0286,0.0097284,32.9246,0.0184357,29.3416,0.0111035,43.0238,0.0321289,57.51784166666667,0.016202687500000004,1541.825321956449,0.00014586629625679346,0.3968762245910416
23.4024,28.6976,25.6856,22.9376,23.12,22.4776,2374.2,2031.8,3722.0,2276.2,2392.0,3169.4,21.541,25776500,79.5735,0.0146821,65.0726,0.0101754,65.0726,0.0101754,79.5735,0.0146821,26.5147,0.0271158,25.17,0.0213523,25.1902,0.0211848,27.4527,0.0288953,56.1207,0.0176263,68.8059,0.0189381,61.267,0.0167078,75.7448,0.0245492,43.7565,0.0032084,100.624,0.0111887,88.692,0.0091146,117.775,0.0134801,70.998,0.0089529,87.8657,0.0108743,78.5009,0.0094582,101.463,0.0140189,88.983,0.0056161,159.572,0.010135,125.18,0.0081955,177.951,0.0118073,79.03830416666666,0.014255608333333336,1522.4350027525904,4.40191855486232e-05,0.5527995060552082
26.6128,24.128,26.0912,26.384,29.6512,27.5072,3197.2,2850.0,3592.4,2962.8,2804.6,2888.8,16.951,21334700,57.2674,0.0265223,43.0099,0.0144513,43.0099,0.0144513,57.2674,0.0265223,25.1769,0.0019965,93.1236,0.0153679,68.375,0.0094365,113.14,0.0187337,59.5613,0.0224453,57.0956,0.0163342,51.2408,0.0135072,73.2131,0.0257745,42.2992,0.0128585,52.6484,0.0178287,46.6057,0.0135474,65.6418,0.0264652,32.8719,0.0274362,31.321,0.0214024,30.7112,0.0194433,37.8144,0.0348843,27.6499,0.0068194,46.1122,0.0224961,40.8042,0.0151272,55.3847,0.0301244,52.13939583333333,0.018915670833333332,421.2746329812861,6.0721898550851445e-05,0.4644455397922916
28.648,29.8624,28.1376,28.0048,24.952,28.7056,3150.6,3532.6,2533.4,3919.4,3975.2,3197.8,17.599,21069100,39.6874,0.0316933,32.674,0.0186348,32.674,0.0186348,39.6874,0.0316933,32.6899,0.0214858,36.3752,0.0253569,34.9201,0.0213213,43.549,0.0375072,28.1604,0.0104102,38.3949,0.0217482,36.4029,0.0172467,46.1882,0.0311527,38.503,0.0140693,51.7516,0.024173,46.4608,0.0180876,62.7241,0.0331178,29.2188,0.0027014,98.4231,0.0185065,76.231,0.0126,119.772,0.022584,39.8454,0.0289967,36.2908,0.0205621,35.4984,0.0190579,44.1535,0.0329353,46.67816249999999,0.02226153333333333,490.9420200015762,6.788162338144928e-05,0.5306332475175001
22.6416,26.876,27.2368,28.1872,29.512,24.0712,3697.8,2475.2,3619.6,2889.2,3065.6,3365.6,36.925,34305300,123.746,0.0131673,117.894,0.012055,117.894,0.012055,123.746,0.0131673,31.8745,0.025727,31.5503,0.0244208,31.5993,0.0244748,32.4689,0.0267135,39.1944,0.0278845,39.7472,0.0276109,39.8384,0.0277063,41.1644,0.0303579,30.3987,0.0288114,31.0197,0.0292827,31.1245,0.0294295,31.9822,0.0321309,28.9761,0.0338624,29.3878,0.0339421,29.4603,0.0340712,30.2207,0.0371252,68.8865,0.01722,72.0302,0.0172537,72.0173,0.0173364,75.1625,0.0190121,54.22432916666666,0.02478407916666667,1150.0526868995469,5.980717892780797e-05,0.6412617351564583
24.6296,27.12,23.9688,24.0832,27.7832,26.94,3553.6,2588.8,2101.4,2318.0,2215.0,3516.0,13.417,18745800,102.21,0.0207554,54.4204,0.0081698,54.4204,0.0081698,102.21,0.0207554,45.1458,0.0418517,34.3976,0.010868,32.1232,0.0101009,48.8828,0.027523,12.0,0.0,74.1932,0.012188,49.5828,0.0054372,109.281,0.0182948,45.5236,0.0059291,76.7122,0.0119907,47.0872,0.0055635,103.778,0.0185061,35.3108,0.0307166,26.9026,0.0108484,26.6642,0.0107385,36.2803,0.0272406,27.1339,0.0033824,63.3683,0.0240162,39.8822,0.0083303,78.7506,0.0302557,55.26087916666666,0.015484670833333332,769.7773226260689,0.00010984513168041665,0.37566302467249996
27.3648,28.2312,26.576,28.6408,24.5192,23.1688,2494.6,3655.8,3881.2,3971.8,2011.4,2185.8,20.698,23663300,35.9622,0.0264499,31.7953,0.0183604,31.7953,0.0183604,35.9622,0.0264499,38.004,0.0225734,41.257,0.0236013,40.1483,0.0218119,47.143,0.0322518,43.5145,0.0129968,62.2767,0.022367,57.2493,0.0185409,71.3859,0.0280508,40.8868,0.0253779,42.0128,0.0246386,41.3492,0.0232558,48.8026,0.0341933,28.3713,0.0035127,57.109,0.0148888,53.9108,0.0122175,66.9598,0.018844,50.4167,0.0053344,88.1461,0.0116937,75.5064,0.0091191,101.313,0.0142266,51.30325833333333,0.019546537499999996,340.3352840564493,6.245065942157607e-05,0.5104006422845834
29.6272,29.8376,29.6776,27.3464,24.1392,25.3096,3622.2,3279.0,2319.0,2809.8,2608.6,2707.4,29.659,28153800,29.9672,0.0359422,28.6823,0.0309895,28.6823,0.0309895,29.9672,0.0359422,27.9743,0.0308501,28.8893,0.0317018,28.9724,0.0317332,30.3256,0.0369097,23.408,0.0277382,24.226,0.0293454,24.314,0.0294292,25.2264,0.0338822,33.5944,0.0237982,35.0589,0.0245118,35.0961,0.0244929,37.0506,0.0286848,54.7657,0.0142695,61.7905,0.0155892,61.1549,0.0153799,65.985,0.018148,45.2452,0.0187758,46.4574,0.0187602,46.5817,0.0187338,49.7506,0.022037,37.63191666666667,0.026193095833333332,170.26069348231883,5.01171946769384e-05,0.4948662861397916
23.4136,23.34,26.9808,27.1632,29.964,24.4352,3421.6,2597.4,2112.4,2614.8,2035.8,2179.4,12.184,17496400,144.438,0.0160185,62.9261,0.0054803,62.9261,0.0054803,144.438,0.0160185,43.1961,0.0036595,107.97,0.0101184,51.903,0.0038559,160.416,0.0160896,39.8209,0.0382124,24.7555,0.0058365,25.7774,0.0084591,37.1959,0.0246055,30.285,0.0064509,48.299,0.0205234,32.1974,0.0059038,65.1533,0.0305706,29.0704,0.0304459,24.6563,0.0137494,23.6319,0.0110513,33.0826,0.0342645,12.0,0.0,65.7616,0.0133765,42.0186,0.0038341,104.174,0.020503,59.00387916666667,0.014354495833333333,1783.0512787173727,0.00011509573246824275,0.3373487914970834
23.4256,25.4216,23.7184,26.5032,26.9184,27.0256,2941.6,3863.4,2193.0,3560.2,3047.0,3131.4,36.046,34964300,76.5213,0.0159503,73.2029,0.0144909,73.2029,0.0144909,76.5213,0.0159503,57.1784,0.0225937,57.5336,0.0220614,57.6875,0.0221192,60.177,0.0243919,52.3634,0.0135282,56.597,0.0148291,56.9012,0.0148943,59.3865,0.01646,43.3061,0.0257748,43.3762,0.0249905,43.4912,0.0250649,45.1258,0.0276394,37.322,0.0252965,38.3296,0.0257647,38.4743,0.0258849,39.827,0.0285371,37.7469,0.0258943,38.7507,0.0262858,38.88,0.0263975,40.2526,0.0291008,51.756475,0.02201630833333333,176.02929757586952,2.8129548460797098e-05,0.572873751163125
25.6904,27.6272,22.8968,26.2448,24.576,24.308,3245.4,3454.8,3379.6,3722.0,3614.4,2215.4,13.117,19050200,75.7521,0.0244036,42.6965,0.0088377,42.6965,0.0088377,75.7521,0.0244036,44.8882,0.0231954,43.3403,0.0155447,37.0378,0.0104347,63.8562,0.0318163,12.0,0.0,33.3027,0.0022647,86.55,0.0070889,185.964,0.0139348,59.6139,0.0248012,38.7786,0.0497925,38.2443,0.0033243,59.2477,0.0292354,16.0768,0.0008028,106.427,0.0165678,57.7039,0.0069468,142.753,0.0215346,37.681,0.0042187,72.2192,0.0124083,44.1779,0.005412,98.949,0.0193853,63.15452916666667,0.015216325000000001,1555.2219636673733,0.00014195291190543475,0.4521713610495834
28.5824,22.5888,25.9096,24.408,28.552,23.3048,2214.0,2162.6,2137.0,3688.6,3636.0,3413.8,13.234,18071100,34.7222,0.0297717,25.751,0.0114826,25.751,0.0114826,34.7222,0.0297717,12.0,0.0,69.8063,0.0075438,89.7548,0.0056184,200.751,0.0124333,48.6798,0.0341297,30.0337,0.0067329,30.9234,0.0084424,45.6189,0.0222052,15.987,0.0008462,115.39,0.0175646,56.0267,0.0061934,143.454,0.0206943,43.9274,0.0504109,29.8905,0.0108891,29.7996,0.0125287,43.1806,0.032002,12.0,0.0,105.254,0.0104417,82.5339,0.0042983,185.397,0.016016,62.973125,0.015062479166666663,2761.567414572391,0.00015694318790085147,0.38366283680020824
23.5,22.68,24.7632,23.5776,26.1872,29.7152,2854.0,3015.6,3149.4,3912.6,3361.8,2146.6,11.086,16966600,123.826,0.0163169,48.3067,0.0042315,48.3067,0.0042315,123.826,0.0163169,12.0,9.24e-05,96.6697,0.0065184,18.6239,0.0004727,185.903,0.0136395,57.3392,0.0329568,32.654,0.0028672,47.2036,0.0077519,101.357,0.0217747,12.0,0.0,92.3236,0.0083473,21.5639,0.0009671,185.412,0.0184802,46.3493,0.0357787,34.2308,0.006475,38.3723,0.0077217,77.4404,0.0272304,32.2905,0.0502913,22.273,0.006923,22.4037,0.0098033,32.4653,0.0331044,63.047525,0.013845533333333333,2546.9023211932604,0.00017953568238927536,0.36802664466145824
26.5648,26.6544,29.5,25.9928,24.2704,26.328,3031.8,2405.0,3590.8,3368.0,3431.0,3926.4,22.72,25922800,47.139,0.0258154,41.6794,0.0190258,41.6794,0.0190258,47.139,0.0258154,35.5653,0.0170757,39.3177,0.019668,39.001,0.0187723,44.0505,0.0256671,33.9264,0.0285986,34.5003,0.0273651,34.4194,0.0267064,38.3745,0.0360587,42.8176,0.0134888,59.7488,0.0207321,56.1978,0.0182385,66.229,0.0253924,57.243,0.0091055,88.4132,0.0161588,80.4068,0.0138347,99.6232,0.0193071,56.6023,0.0217037,57.3369,0.0204182,56.1946,0.019574,65.8207,0.0268045,52.64274166666669,0.021431358333333327,308.35436469210146,3.436073979818839e-05,0.5748863261135418
29.0312,25.3872,28.1064,24.028,28.16,29.5672,3392.2,2238.0,3465.6,2600.0,2274.2,3135.2,10.366,14972100,50.0545,0.0363042,26.3838,0.0073123,26.3838,0.0073123,50.0545,0.0363042,12.0,0.0,34.6107,0.004078,33.4374,0.0043354,103.6,0.0261238,43.0232,0.0473422,23.6985,0.0017694,27.1686,0.0084768,49.3653,0.0319888,12.0,0.0,36.6932,0.0040454,34.1389,0.0046167,170.869,0.0209657,32.9938,0.0530049,18.5674,0.0007373,20.7304,0.0080565,29.1459,0.026124,30.2218,0.014203,35.2852,0.0220055,25.2168,0.0035337,52.3163,0.0399678,40.74829166666667,0.01702532916666667,1105.6297945199276,0.0002684448198525906,0.28914014877875005
23.4424,27.0472,25.1672,27.0152,24.0512,27.2664,3233.8,3811.8,2081.0,3993.0,3185.2,2712.6,31.219,31795900,87.4164,0.0159844,81.3883,0.0139013,81.3883,0.0139013,87.4164,0.0159844,45.2023,0.027543,44.6218,0.0257061,44.7172,0.0257296,47.2829,0.0296253,37.4573,0.0157999,40.9495,0.0180501,41.1688,0.0180689,43.4488,0.0208527,47.3839,0.0269568,47.939,0.0260419,47.988,0.0260459,50.8517,0.0299979,63.8107,0.0143291,73.5439,0.0161978,72.9234,0.0160071,78.324,0.0184944,35.2407,0.0261568,35.1051,0.0248366,35.2143,0.024902,36.9321,0.0286139,54.48811666666668,0.0216553,332.69956345797095,3.162932532260871e-05,0.5929828600489583
26.1696,22.7912,29.3296,26.2504,22.2464,22.0712,2307.2,2081.6,2507.6,2228.6,2516.8,3355.8,35.857,32874300,33.6341,0.0239354,32.6536,0.0217847,32.6536,0.0217847,33.6341,0.0239354,68.0773,0.0115036,72.0697,0.0116367,71.9575,0.0116578,75.3586,0.0128883,24.7577,0.0326834,24.5088,0.0309201,24.5419,0.0309982,25.0833,0.0337462,31.737,0.0212437,32.7694,0.0219999,32.8636,0.0220912,33.8891,0.0243174,98.8996,0.0097977,106.845,0.0098944,106.001,0.0099423,110.868,0.0108569,142.41,0.0092374,151.33,0.0093416,151.605,0.0094187,158.14,0.0102177,69.84532916666666,0.018159725,2202.294957263025,7.239215935934784e-05,0.6248321604914583
29.3776,25.6224,23.444,28.6608,28.5256,26.1736,3954.0,2038.8,3075.8,2144.6,3512.6,3066.6,33.154,31081100,34.5674,0.0374402,33.2897,0.0333351,33.2897,0.0333351,34.5674,0.0374402,32.9429,0.0170598,35.7579,0.0194842,35.9389,0.0195649,37.4668,0.0220805,78.0235,0.0145798,81.2694,0.0142476,80.7439,0.0142451,85.8188,0.0160965,23.602,0.0286298,23.4163,0.0271025,23.4601,0.0271941,24.0684,0.0301365,35.0877,0.031302,35.4354,0.030501,35.4926,0.0305784,36.9563,0.0344349,41.5591,0.0215402,44.175,0.0228928,44.3091,0.0229533,46.4621,0.0259437,42.40418333333333,0.025504925,358.0642983223188,5.449614962369564e-05,0.5468965197491666
23.632,27.6472,28.1,22.0432,27.3912,29.1048,3767.8,3418.4,2160.2,2671.4,2198.4,2115.4,39.472,34898700,86.9038,0.0175265,83.8709,0.0162646,83.8709,0.0162646,86.9038,0.0175265,37.9597,0.0306374,37.7987,0.029594,37.8832,0.0296892,38.898,0.0320475,26.576,0.0276171,27.0787,0.0283053,27.1586,0.028457,27.6904,0.0305067,115.32,0.0093008,122.197,0.0092963,121.934,0.0093678,126.025,0.0100306,26.1263,0.0264892,25.883,0.0252855,25.9066,0.0253292,26.373,0.0270853,24.2884,0.0311878,24.457,0.0310936,24.4943,0.0311865,24.9024,0.0332789,53.77082083333334,0.023890329166666665,1419.6569487486777,6.82551003769384e-05,0.6457543486987499
23.4896,22.692,28.5096,23.0288,27.5712,29.8544,3882.6,2458.2,2012.0,2074.2,2401.4,2547.6,16.912,21127700,136.988,0.0160482,87.0692,0.0091195,87.0692,0.0091195,136.988,0.0160482,47.4407,0.0031553,128.107,0.0093566,89.6832,0.0066097,162.918,0.0127154,30.6478,0.030402,26.0381,0.0164026,26.0731,0.0164452,30.6372,0.0282412,12.0,0.0,102.344,0.0123393,67.7967,0.0064323,118.374,0.0138374,38.7302,0.028208,32.3732,0.0156581,32.1789,0.0152892,39.8472,0.0274557,27.6922,0.0226047,28.3639,0.0217062,27.873,0.0192107,33.5525,0.0342651,64.61605416666666,0.016277920833333334,2036.671532641721,7.93547778121558e-05,0.42961596595333335
25.9712,28.588,26.2208,23.7104,28.5424,25.7272,3424.2,3332.0,2039.8,2482.2,3067.2,2362.8,31.54,30270700,51.5757,0.0254829,48.8028,0.0222397,48.8028,0.0222397,51.5757,0.0254829,34.6967,0.0303839,35.1532,0.0299072,35.281,0.0299943,36.9668,0.0343446,29.6893,0.0180769,31.864,0.0204558,32.0317,0.0205317,33.4483,0.0234843,61.2223,0.0143954,64.8927,0.0144292,64.5225,0.0143879,68.8147,0.0165542,31.4266,0.0307532,31.0554,0.0286876,31.1328,0.0287621,32.4501,0.0328076,36.0444,0.0182216,38.7083,0.0199349,38.8174,0.0199458,40.8005,0.0228965,42.0739875,0.023516662499999997,151.8222499324457,3.6982630238097834e-05,0.48240367971041676
27.7088,24.0016,22.1328,22.5512,26.872,25.596,2503.4,2666.8,2625.2,3989.2,3056.4,3667.4,30.1,31373000,30.4175,0.0284539,29.1465,0.0246484,29.1465,0.0246484,30.4175,0.0284539,59.3931,0.0149168,64.4455,0.0152264,63.7525,0.0151177,68.6389,0.0177204,104.762,0.0078437,131.268,0.0089744,126.785,0.0087574,138.435,0.0101182,136.44,0.0107288,148.371,0.0110274,143.201,0.0107878,160.179,0.0125981,37.997,0.0259561,36.9981,0.0233929,37.0385,0.0233783,39.0789,0.027212,53.7623,0.0206715,56.9238,0.0209784,56.7192,0.0208934,60.8351,0.0244377,76.83966250000002,0.01820591666666667,2056.5633677841847,4.862501321275362e-05,0.6587806880577084
22.4048,29.4184,22.3,26.708,22.9048,24.9184,2106.8,3408.4,2745.6,3872.8,2743.0,3651.4,24.172,27662800,98.9252,0.0107553,84.5029,0.0082559,84.5029,0.0082559,98.9252,0.0107553,33.1541,0.0343428,31.0093,0.0271695,31.0241,0.0270861,33.676,0.034797,12.0,0.0,160.186,0.0104804,132.947,0.0082781,170.896,0.0109513,53.059,0.0266409,49.1695,0.0215143,49.0016,0.021289,55.1352,0.0277303,54.1768,0.0049156,115.633,0.0121911,102.324,0.0101757,126.694,0.0136116,69.0046,0.0185387,68.53,0.016934,67.2286,0.0164262,77.8387,0.0215632,77.48098749999998,0.016777425000000002,1745.8262735437495,8.670152229586954e-05,0.6671124689939584
24.892,26.2976,22.3792,29.4624,24.3792,27.0744,2893.6,3111.4,2824.4,2375.2,3349.6,3484.4,13.33,18550400,80.1202,0.0211672,44.9166,0.0078213,44.9166,0.0078213,80.1202,0.0211672,46.279,0.0183412,52.4481,0.0151813,40.8017,0.0086031,75.1431,0.0271729,12.0,0.0,34.9371,0.0020892,79.8871,0.0049568,185.257,0.0116003,30.0573,0.0435942,21.6634,0.0104596,22.335,0.0134294,27.7606,0.0298411,12.0,0.0,107.516,0.0179116,50.2016,0.0052223,130.213,0.0203782,50.1239,0.0413088,38.4456,0.0144817,35.2461,0.0097143,56.3367,0.0285178,56.61357916666666,0.01586586666666667,1584.7748660486782,0.00013859205266405797,0.45034058553875006
27.8024,29.0216,28.5736,23.308,23.4736,24.0608,3666.0,2274.6,3037.0,2288.0,3164.2,2190.8,38.539,34968600,39.3955,0.0327642,38.3202,0.0302375,38.3202,0.0302375,39.3955,0.0327642,23.8656,0.0296792,24.2506,0.0303575,24.3181,0.0305255,24.7562,0.0327355,31.7916,0.0318889,32.1344,0.0316869,32.1967,0.0317899,32.9978,0.0343871,60.5007,0.013299,64.7001,0.0138815,64.8412,0.0139488,67.2639,0.0151627,76.4482,0.0152293,78.3221,0.0151794,78.4625,0.0152167,81.5465,0.0165112,47.8868,0.0159521,48.8261,0.0160585,49.0324,0.0161426,50.6727,0.0175452,47.92690000000001,0.023465870833333333,367.5236461373913,7.048973177519927e-05,0.5699135348387498
22.2216,22.2632,24.08,23.6192,28.12,23.184,3375.2,2092.0,2452.4,3992.2,3986.4,3794.6,32.032,33735400,145.183,0.0107906,135.919,0.009656,135.919,0.009656,145.183,0.0107906,86.101,0.0089074,92.4152,0.0093368,92.314,0.0093576,98.2208,0.0105403,55.838,0.0163213,55.5925,0.0155017,55.6839,0.0155069,58.9717,0.0177189,93.1229,0.015548,97.1137,0.0152083,96.0558,0.0151346,103.351,0.0172776,38.5675,0.0312359,37.9867,0.0290369,38.0644,0.0290778,39.8953,0.0331419,97.7936,0.0131809,111.715,0.0136024,108.17,0.013465,117.111,0.0154101,89.012,0.016058479166666667,1186.9755365791304,5.206599537911233e-05,0.6995726678208333
25.4056,26.3488,22.8584,28.2744,28.5632,25.228,2526.8,2211.2,2067.6,3314.2,2694.8,3979.6,29.71,29551100,44.7669,0.0218784,42.1822,0.0186814,42.1822,0.0186814,44.7669,0.0218784,33.8592,0.0205484,34.9371,0.020932,35.0584,0.0209391,37.0062,0.0245148,64.4242,0.0101314,75.8686,0.0111997,74.0879,0.0109286,80.5337,0.0129199,34.946,0.0308282,34.0063,0.0276437,34.0645,0.0276626,35.8973,0.0323097,29.5366,0.0266843,30.6907,0.0277882,30.7997,0.0278182,32.3315,0.0324335,62.7671,0.020074,66.9986,0.020013,66.2659,0.0199285,71.6825,0.0234419,47.48584166666666,0.022077470833333335,299.5183344651449,4.154217599172101e-05,0.5251748898070835
27.9816,29.4408,26.7696,22.1912,22.2352,29.3336,2263.6,2223.0,3014.0,3331.2,2295.8,3558.4,16.039,20002600,37.3391,0.0283253,29.8873,0.0148203,29.8873,0.0148203,37.3391,0.0283253,25.6921,0.0184689,27.2717,0.0199674,26.6064,0.0167396,32.5176,0.0322095,25.4045,0.0040587,55.9091,0.0229425,43.4734,0.0121994,65.7162,0.0282571,12.0,0.0,81.8318,0.0044522,110.591,0.0057775,185.43,0.0101762,79.185,0.0043599,148.678,0.0078138,88.0458,0.0046873,186.08,0.0105579,43.6628,0.043412,32.1623,0.0173912,32.6419,0.0185175,41.6824,0.0346635,61.62645,0.016789304166666668,2457.750375921739,0.00012731071867172104,0.50165448951875
24.1144,27.3504,22.852,23.588,29.5896,26.2672,2003.2,2090.8,2062.0,2501.8,3373.4,2387.6,30.166,29529700,48.0706,0.0168049,45.3098,0.0144201,45.3098,0.0144201,48.0706,0.0168049,28.2455,0.0241032,28.2641,0.0230965,28.3474,0.0231568,29.5713,0.0267308,65.3704,0.0105602,74.5582,0.0111641,72.9395,0.0109726,78.9094,0.0128815,65.0585,0.0137388,67.4406,0.0137851,67.3199,0.0137049,72.5613,0.0160279,29.1322,0.0339509,28.604,0.031006,28.6645,0.0310665,29.9184,0.0358653,34.9892,0.0193454,37.7947,0.021332,37.8613,0.0212921,40.0105,0.0248345,47.18007083333334,0.020044379166666664,330.73390951432975,5.7134657037373183e-05,0.4392614221889583
24.1368,29.6128,22.112,23.5024,23.1224,23.208,3459.6,3015.0,2244.6,3082.2,2266.2,3374.8,24.784,28401400,83.3475,0.0183819,72.5617,0.0142731,72.5617,0.0142731,83.3475,0.0183819,28.2798,0.0315267,27.4412,0.0272219,27.4878,0.0271335,29.427,0.0341549,12.0,0.0,147.84,0.0095316,123.559,0.0075035,155.717,0.0098879,85.3876,0.013685,85.7349,0.0126741,83.1763,0.0122462,97.2924,0.0158996,66.193,0.0092482,79.8113,0.0113334,76.6422,0.010651,89.448,0.0139573,90.157,0.0108788,108.656,0.0124813,100.281,0.01148,120.716,0.0150003,81.12774583333334,0.015075216666666669,1363.804745147808,6.154117739188405e-05,0.57008514998
26.5664,23.0352,22.3544,22.172,24.3464,26.8968,3658.6,2490.6,3762.0,3868.0,2970.2,3013.8,27.334,30378200,51.3416,0.027334,47.3439,0.0224969,47.3439,0.0224969,51.3416,0.027334,63.5319,0.0085883,91.0337,0.0121926,86.615,0.0113168,97.82,0.0139647,133.263,0.0088834,168.609,0.009957,152.982,0.0094218,180.455,0.0114595,134.626,0.0076314,169.827,0.0089745,157.151,0.0085675,185.649,0.0104709,63.8255,0.0173172,62.3528,0.0156607,62.075,0.0155143,68.278,0.0189316,39.1957,0.0238132,39.2788,0.0225739,39.3671,0.0225046,42.3865,0.0273779,93.15387500000001,0.01603265,2698.7320843106527,4.6947094538260876e-05,0.7101154205460419
23.6504,23.3672,27.8184,23.5616,22.8632,24.0752,2608.6,3521.6,3545.0,3104.0,2387.4,2496.0,34.33,34756800,66.4035,0.0164328,63.2679,0.014726,63.2679,0.014726,66.4035,0.0164328,88.6128,0.0145292,92.2883,0.0144577,91.9377,0.0144372,97.3952,0.016123,38.0032,0.0304906,37.5411,0.0286849,37.6206,0.0287503,39.099,0.0320806,73.852,0.0144456,80.5009,0.0149346,80.0245,0.0149347,84.5743,0.0167091,73.7228,0.0111097,79.9436,0.0119769,80.0261,0.0119663,84.5903,0.0133891,55.5918,0.0162654,56.3017,0.016002,56.468,0.0160404,59.235,0.0179383,68.61132083333332,0.017399300000000003,338.44557304780807,3.599448501478261e-05,0.58639943047375
26.5448,24.7128,29.1224,22.7608,24.876,26.2128,2199.8,3644.0,3051.0,3841.0,2379.4,3703.0,32.563,32434700,31.2624,0.0244361,30.1657,0.0217034,30.1657,0.0217034,31.2624,0.0244361,66.2753,0.0196442,67.4857,0.018828,67.2938,0.0188656,71.4316,0.0214264,28.2479,0.0316902,28.1574,0.0302897,28.2409,0.0304125,29.2354,0.0342286,117.49,0.0121727,130.047,0.0120497,125.048,0.0119592,135.654,0.0136073,44.9467,0.0187178,44.7298,0.0177984,44.8196,0.0178143,47.0799,0.0202321,49.5643,0.0241445,50.4275,0.0236598,50.5083,0.0236834,53.2512,0.0268979,58.44960416666667,0.0216833875,1173.5003000273734,3.775740540461956e-05,0.6466108952039583
